법정동코드	법정동명	폐지여부
4480037029	충청남도 홍성군 서부면 양곡리	존재
4480037030	충청남도 홍성군 서부면 판교리	존재
4480037031	충청남도 홍성군 서부면 중리	존재
4480037032	충청남도 홍성군 서부면 죽도리	존재
4480038000	충청남도 홍성군 갈산면	존재
4480038001	충청남도 홍성군 갈산면 중리	폐지
4480038021	충청남도 홍성군 갈산면 상촌리	존재
4480038022	충청남도 홍성군 갈산면 내갈리	존재
4480038023	충청남도 홍성군 갈산면 신안리	존재
4480038024	충청남도 홍성군 갈산면 가곡리	존재
4480038025	충청남도 홍성군 갈산면 갈오리	존재
4480038026	충청남도 홍성군 갈산면 동산리	존재
4480038027	충청남도 홍성군 갈산면 쌍천리	존재
4480038028	충청남도 홍성군 갈산면 행산리	존재
4480038029	충청남도 홍성군 갈산면 오두리	존재
4480038030	충청남도 홍성군 갈산면 부기리	존재
4480038031	충청남도 홍성군 갈산면 기산리	존재
4480038032	충청남도 홍성군 갈산면 동성리	존재
4480038033	충청남도 홍성군 갈산면 취생리	존재
4480038034	충청남도 홍성군 갈산면 운곡리	존재
4480038035	충청남도 홍성군 갈산면 와리	존재
4480038036	충청남도 홍성군 갈산면 대사리	존재
4480039000	충청남도 홍성군 구항면	존재
4480039021	충청남도 홍성군 구항면 황곡리	존재
4480039022	충청남도 홍성군 구항면 오봉리	존재
4480039023	충청남도 홍성군 구항면 공리	존재
4480039024	충청남도 홍성군 구항면 남산리	존재
4480039025	충청남도 홍성군 구항면 장양리	존재
4480039026	충청남도 홍성군 구항면 태봉리	존재
4480039027	충청남도 홍성군 구항면 내현리	존재
4480039028	충청남도 홍성군 구항면 지정리	존재
4480039029	충청남도 홍성군 구항면 대정리	존재
4480039030	충청남도 홍성군 구항면 신곡리	존재
4480039031	충청남도 홍성군 구항면 청광리	존재
4480039032	충청남도 홍성군 구항면 마온리	존재
4481000000	충청남도 예산군	존재
4481003000	충청남도 예산군 삽교면	폐지
4481003001	충청남도 예산군 삽교면 두리	폐지
4481003002	충청남도 예산군 삽교면 삽교리	폐지
4481003003	충청남도 예산군 삽교면 평촌리	폐지
4481003004	충청남도 예산군 삽교면 수촌리	폐지
4481003005	충청남도 예산군 삽교면 이리	폐지
4481003006	충청남도 예산군 삽교면 목리	폐지
4481003007	충청남도 예산군 삽교면 신리	폐지
4481003008	충청남도 예산군 삽교면 안치리	폐지
4481003009	충청남도 예산군 삽교면 송산리	폐지
4481003010	충청남도 예산군 삽교면 역리	폐지
4481003011	충청남도 예산군 삽교면 상하리	폐지
4481003012	충청남도 예산군 삽교면 창정리	폐지
4481003013	충청남도 예산군 삽교면 가리	폐지
4481003014	충청남도 예산군 삽교면 상성리	폐지
4481003015	충청남도 예산군 삽교면 용동리	폐지
4481003016	충청남도 예산군 삽교면 하포리	폐지
4481003017	충청남도 예산군 삽교면 성리	폐지
4481003018	충청남도 예산군 삽교면 신가리	폐지
4481003019	충청남도 예산군 삽교면 방아리	폐지
4481003020	충청남도 예산군 삽교면 효림리	폐지
4481003021	충청남도 예산군 삽교면 월산리	폐지
4481025000	충청남도 예산군 예산읍	존재
4481025021	충청남도 예산군 예산읍 예산리	존재
4481025022	충청남도 예산군 예산읍 향천리	존재
4481025023	충청남도 예산군 예산읍 대회리	존재
4481025024	충청남도 예산군 예산읍 주교리	존재
4481025025	충청남도 예산군 예산읍 산성리	존재
4481025026	충청남도 예산군 예산읍 발연리	존재
4481025027	충청남도 예산군 예산읍 석양리	존재
4481025028	충청남도 예산군 예산읍 관작리	존재
4481025029	충청남도 예산군 예산읍 창소리	존재
4481025030	충청남도 예산군 예산읍 신례원리	존재
4481025031	충청남도 예산군 예산읍 간양리	존재
4481025032	충청남도 예산군 예산읍 궁평리	존재
4481025033	충청남도 예산군 예산읍 수철리	존재
4481025300	충청남도 예산군 삽교읍	존재
4481025321	충청남도 예산군 삽교읍 두리	존재
4481025322	충청남도 예산군 삽교읍 삽교리	존재
4481025323	충청남도 예산군 삽교읍 평촌리	존재
4481025324	충청남도 예산군 삽교읍 수촌리	존재
4481025325	충청남도 예산군 삽교읍 이리	존재
4481025326	충청남도 예산군 삽교읍 목리	존재
4481025327	충청남도 예산군 삽교읍 신리	존재
4481025328	충청남도 예산군 삽교읍 안치리	존재
4481025329	충청남도 예산군 삽교읍 송산리	존재
4481025330	충청남도 예산군 삽교읍 역리	존재
4481025331	충청남도 예산군 삽교읍 상하리	존재
4481025332	충청남도 예산군 삽교읍 창정리	존재
4481025333	충청남도 예산군 삽교읍 가리	존재
4481025334	충청남도 예산군 삽교읍 상성리	존재
4481025335	충청남도 예산군 삽교읍 용동리	존재
4481025336	충청남도 예산군 삽교읍 하포리	존재
4481025337	충청남도 예산군 삽교읍 성리	존재
4481025338	충청남도 예산군 삽교읍 신가리	존재
4481025339	충청남도 예산군 삽교읍 방아리	존재
4481025340	충청남도 예산군 삽교읍 효림리	존재
4481025341	충청남도 예산군 삽교읍 월산리	존재
4481031000	충청남도 예산군 대술면	존재
4481031021	충청남도 예산군 대술면 화천리	존재
4481031022	충청남도 예산군 대술면 농리	존재
4481031023	충청남도 예산군 대술면 상항리	존재
4481031024	충청남도 예산군 대술면 방산리	존재
4481031025	충청남도 예산군 대술면 장복리	존재
4481031026	충청남도 예산군 대술면 송석리	존재
4481031027	충청남도 예산군 대술면 화산리	존재
4481031028	충청남도 예산군 대술면 궐곡리	존재
4481031029	충청남도 예산군 대술면 시산리	존재
4481031030	충청남도 예산군 대술면 산정리	존재
4481031031	충청남도 예산군 대술면 마전리	존재
4481031032	충청남도 예산군 대술면 이티리	존재
4481032000	충청남도 예산군 신양면	존재
4481032021	충청남도 예산군 신양면 신양리	존재
4481032022	충청남도 예산군 신양면 황계리	존재
4481032023	충청남도 예산군 신양면 무봉리	존재
4481032024	충청남도 예산군 신양면 녹문리	존재
4481032025	충청남도 예산군 신양면 서계양리	존재
4481032026	충청남도 예산군 신양면 불원리	존재
4481032027	충청남도 예산군 신양면 시왕리	존재
4481032028	충청남도 예산군 신양면 연리	존재
4481032029	충청남도 예산군 신양면 귀곡리	존재
4481032030	충청남도 예산군 신양면 하천리	존재
4481032031	충청남도 예산군 신양면 죽천리	존재
4481032032	충청남도 예산군 신양면 가지리	존재
4481032033	충청남도 예산군 신양면 만사리	존재
4481032034	충청남도 예산군 신양면 여래미리	존재
4481032035	충청남도 예산군 신양면 대덕리	존재
4481032036	충청남도 예산군 신양면 차동리	존재
4481033000	충청남도 예산군 광시면	존재
4481033021	충청남도 예산군 광시면 광시리	존재
4481033022	충청남도 예산군 광시면 노전리	존재
4481033023	충청남도 예산군 광시면 운산리	존재
4481033024	충청남도 예산군 광시면 하장대리	존재
4481033025	충청남도 예산군 광시면 은사리	존재
4481033026	충청남도 예산군 광시면 구례리	존재
4481033027	충청남도 예산군 광시면 마사리	존재
4481033028	충청남도 예산군 광시면 신대리	존재
4481033029	충청남도 예산군 광시면 관음리	존재
4481033030	충청남도 예산군 광시면 동산리	존재
4481033031	충청남도 예산군 광시면 장전리	존재
4481033032	충청남도 예산군 광시면 월송리	존재
4481033033	충청남도 예산군 광시면 서초정리	존재
4481033034	충청남도 예산군 광시면 신흥리	존재
4481033035	충청남도 예산군 광시면 장신리	존재
4481033036	충청남도 예산군 광시면 용두리	존재
4481033037	충청남도 예산군 광시면 미곡리	존재
4481033038	충청남도 예산군 광시면 시목리	존재
4481033039	충청남도 예산군 광시면 가덕리	존재
4481033040	충청남도 예산군 광시면 대리	존재
4481034000	충청남도 예산군 대흥면	존재
4481034021	충청남도 예산군 대흥면 동서리	존재
4481034022	충청남도 예산군 대흥면 상중리	존재
4481034023	충청남도 예산군 대흥면 교촌리	존재
4481034024	충청남도 예산군 대흥면 송지리	존재
4481034025	충청남도 예산군 대흥면 대야리	존재
4481034026	충청남도 예산군 대흥면 신속리	존재
4481034027	충청남도 예산군 대흥면 노동리	존재
4481034028	충청남도 예산군 대흥면 지곡리	존재
4481034029	충청남도 예산군 대흥면 하탄방리	존재
4481034030	충청남도 예산군 대흥면 탄방리	존재
4481034031	충청남도 예산군 대흥면 금곡리	존재
4481034032	충청남도 예산군 대흥면 대률리	존재
4481034033	충청남도 예산군 대흥면 갈신리	존재
4481034034	충청남도 예산군 대흥면 손지리	존재
4481035000	충청남도 예산군 응봉면	존재
4481035021	충청남도 예산군 응봉면 노화리	존재
4481035022	충청남도 예산군 응봉면 지석리	존재
4481035023	충청남도 예산군 응봉면 건지화리	존재
4481035024	충청남도 예산군 응봉면 신리	존재
4481035025	충청남도 예산군 응봉면 평촌리	존재
4481035026	충청남도 예산군 응봉면 등촌리	존재
4481035027	충청남도 예산군 응봉면 후사리	존재
4481035028	충청남도 예산군 응봉면 입침리	존재
4481035029	충청남도 예산군 응봉면 운곡리	존재
4481035030	충청남도 예산군 응봉면 증곡리	존재
4481035031	충청남도 예산군 응봉면 송석리	존재
4481035032	충청남도 예산군 응봉면 주령리	존재
4481035033	충청남도 예산군 응봉면 계정리	존재
4481036000	충청남도 예산군 덕산면	존재
4481036021	충청남도 예산군 덕산면 읍내리	존재
4481036022	충청남도 예산군 덕산면 북문리	존재
4481036023	충청남도 예산군 덕산면 옥계리	존재
4481036024	충청남도 예산군 덕산면 상가리	존재
4481036025	충청남도 예산군 덕산면 사동리	존재
4481036026	충청남도 예산군 덕산면 신평리	존재
4481036027	충청남도 예산군 덕산면 시량리	존재
4481036028	충청남도 예산군 덕산면 둔리	존재
4481036029	충청남도 예산군 덕산면 대치리	존재
4481036030	충청남도 예산군 덕산면 광천리	존재
4481036031	충청남도 예산군 덕산면 사천리	존재
4481036032	충청남도 예산군 덕산면 외라리	존재
4481036033	충청남도 예산군 덕산면 내라리	존재
4481036034	충청남도 예산군 덕산면 복당리	존재
4481036035	충청남도 예산군 덕산면 낙상리	존재
4481036036	충청남도 예산군 덕산면 대동리	존재
4481037000	충청남도 예산군 봉산면	존재
4481037021	충청남도 예산군 봉산면 고도리	존재
4481037022	충청남도 예산군 봉산면 구암리	존재
4481037023	충청남도 예산군 봉산면 봉림리	존재
4481037024	충청남도 예산군 봉산면 사석리	존재
4481037025	충청남도 예산군 봉산면 하평리	존재
4481037026	충청남도 예산군 봉산면 옥전리	존재
4481037027	충청남도 예산군 봉산면 당곡리	존재
4481037028	충청남도 예산군 봉산면 시동리	존재
4481037029	충청남도 예산군 봉산면 효교리	존재
4481037030	충청남도 예산군 봉산면 대지리	존재
4481037031	충청남도 예산군 봉산면 화전리	존재
4481037032	충청남도 예산군 봉산면 궁평리	존재
4481037033	충청남도 예산군 봉산면 금치리	존재
4481037034	충청남도 예산군 봉산면 옹안리	존재
4481037035	충청남도 예산군 봉산면 마교리	존재
4481038000	충청남도 예산군 고덕면	존재
4481038021	충청남도 예산군 고덕면 대천리	존재
4481038022	충청남도 예산군 고덕면 몽곡리	존재
4481038023	충청남도 예산군 고덕면 상몽리	존재
4481038024	충청남도 예산군 고덕면 호음리	존재
4481038025	충청남도 예산군 고덕면 오추리	존재
4481038026	충청남도 예산군 고덕면 지곡리	존재
4481038027	충청남도 예산군 고덕면 상장리	존재
4481038028	충청남도 예산군 고덕면 상궁리	존재
4481038029	충청남도 예산군 고덕면 구만리	존재
4481038030	충청남도 예산군 고덕면 용리	존재
4481038031	충청남도 예산군 고덕면 사리	존재
4481038032	충청남도 예산군 고덕면 석곡리	존재
4481039000	충청남도 예산군 신암면	존재
4481039021	충청남도 예산군 신암면 종경리	존재
4481039022	충청남도 예산군 신암면 계촌리	존재
4481039023	충청남도 예산군 신암면 두곡리	존재
4481039024	충청남도 예산군 신암면 신종리	존재
4481039025	충청남도 예산군 신암면 하평리	존재
4481039026	충청남도 예산군 신암면 신택리	존재
4481039027	충청남도 예산군 신암면 용궁리	존재
4481039028	충청남도 예산군 신암면 예림리	존재
4481039029	충청남도 예산군 신암면 중예리	존재
4481039030	충청남도 예산군 신암면 조곡리	존재
4481039031	충청남도 예산군 신암면 별리	존재
4481039032	충청남도 예산군 신암면 오산리	존재
4481039033	충청남도 예산군 신암면 탄중리	존재
4481040000	충청남도 예산군 오가면	존재
4481040001	충청남도 예산군 오가면 효림리	폐지
4481040021	충청남도 예산군 오가면 역탑리	존재
4481040022	충청남도 예산군 오가면 원평리	존재
4481040023	충청남도 예산군 오가면 신장리	존재
4481040024	충청남도 예산군 오가면 신석리	존재
4481040025	충청남도 예산군 오가면 월곡리	존재
4481040026	충청남도 예산군 오가면 좌방리	존재
4481040027	충청남도 예산군 오가면 분천리	존재
4481040028	충청남도 예산군 오가면 양막리	존재
4481040029	충청남도 예산군 오가면 내량리	존재
4481040030	충청남도 예산군 오가면 원천리	존재
4481040031	충청남도 예산군 오가면 신원리	존재
4481040032	충청남도 예산군 오가면 오촌리	존재
4482000000	충청남도 서산군	폐지
4482003000	충청남도 서산군 태안면	폐지
4482003001	충청남도 서산군 태안면 남문리	폐지
4482003002	충청남도 서산군 태안면 동문리	폐지
4482003003	충청남도 서산군 태안면 장산리	폐지
4482003004	충청남도 서산군 태안면 남산리	폐지
4482003005	충청남도 서산군 태안면 송암리	폐지
4482003006	충청남도 서산군 태안면 반곡리	폐지
4482003007	충청남도 서산군 태안면 평천리	폐지
4482003008	충청남도 서산군 태안면 상옥리	폐지
4482003009	충청남도 서산군 태안면 인평리	폐지
4482003010	충청남도 서산군 태안면 도내리	폐지
4482003011	충청남도 서산군 태안면 어은리	폐지
4482003012	충청남도 서산군 태안면 산후리	폐지
4482003013	충청남도 서산군 태안면 삭선리	폐지
4482003014	충청남도 서산군 태안면 간월도리	폐지
4482003500	충청남도 서산군 안면면	폐지
4482003501	충청남도 서산군 안면면 승언리	폐지
4482003502	충청남도 서산군 안면면 정당리	폐지
4482003503	충청남도 서산군 안면면 창기리	폐지
4482003504	충청남도 서산군 안면면 중장리	폐지
4482003505	충청남도 서산군 안면면 신야리	폐지
4482003506	충청남도 서산군 안면면 황도리	폐지
4482003507	충청남도 서산군 안면면 죽도리	폐지
4482003508	충청남도 서산군 안면면 고남리	폐지
4482003509	충청남도 서산군 안면면 누동리	폐지
4482003510	충청남도 서산군 안면면 장곡리	폐지
4482003511	충청남도 서산군 안면면 간월도리	폐지
4482004000	충청남도 서산군 이북면	폐지
4482004001	충청남도 서산군 이북면 포지리	폐지
4482004002	충청남도 서산군 이북면 내리	폐지
4482004003	충청남도 서산군 이북면 관리	폐지
4482004004	충청남도 서산군 이북면 당산리	폐지
4482004005	충청남도 서산군 이북면 사창리	폐지
4482004006	충청남도 서산군 이북면 마산리	폐지
4482004007	충청남도 서산군 이북면 청산리	폐지
4482011000	충청남도 서산군 서산읍	폐지
4482011021	충청남도 서산군 서산읍 읍내리	폐지
4482011022	충청남도 서산군 서산읍 동문리	폐지
4482011023	충청남도 서산군 서산읍 갈산리	폐지
4482011024	충청남도 서산군 서산읍 온석리	폐지
4482011025	충청남도 서산군 서산읍 잠홍리	폐지
4482011026	충청남도 서산군 서산읍 수석리	폐지
4482011027	충청남도 서산군 서산읍 석림리	폐지
4482011028	충청남도 서산군 서산읍 석남리	폐지
4482011029	충청남도 서산군 서산읍 예천리	폐지
4482011030	충청남도 서산군 서산읍 죽성리	폐지
4482011031	충청남도 서산군 서산읍 양대리	폐지
4482011032	충청남도 서산군 서산읍 오남리	폐지
4482011033	충청남도 서산군 서산읍 장리	폐지
4482011034	충청남도 서산군 서산읍 덕지천리	폐지
4482012000	충청남도 서산군 태안읍	폐지
4482012021	충청남도 서산군 태안읍 동문리	폐지
4482012022	충청남도 서산군 태안읍 남문리	폐지
4482012023	충청남도 서산군 태안읍 장산리	폐지
4482012024	충청남도 서산군 태안읍 남산리	폐지
4482012025	충청남도 서산군 태안읍 송암리	폐지
4482012026	충청남도 서산군 태안읍 반곡리	폐지
4482012027	충청남도 서산군 태안읍 평천리	폐지
4482012028	충청남도 서산군 태안읍 상옥리	폐지
4482012029	충청남도 서산군 태안읍 인평리	폐지
4482012030	충청남도 서산군 태안읍 도내리	폐지
4482012031	충청남도 서산군 태안읍 어은리	폐지
4482012032	충청남도 서산군 태안읍 산후리	폐지
4482012033	충청남도 서산군 태안읍 삭선리	폐지
4482013000	충청남도 서산군 안면읍	폐지
4482013001	충청남도 서산군 안면읍 고남리	폐지
4482013002	충청남도 서산군 안면읍 누동리	폐지
4482013003	충청남도 서산군 안면읍 장곡리	폐지
4482013021	충청남도 서산군 안면읍 승언리	폐지
4482013022	충청남도 서산군 안면읍 정당리	폐지
4482013023	충청남도 서산군 안면읍 창기리	폐지
4482013024	충청남도 서산군 안면읍 중장리	폐지
4482013025	충청남도 서산군 안면읍 신야리	폐지
4482013026	충청남도 서산군 안면읍 황도리	폐지
4482013027	충청남도 서산군 안면읍 죽도리	폐지
4482014000	충청남도 서산군 대산읍	폐지
4482014021	충청남도 서산군 대산읍 대산리	폐지
4482014022	충청남도 서산군 대산읍 대로리	폐지
4482014023	충청남도 서산군 대산읍 웅도리	폐지
4482014024	충청남도 서산군 대산읍 오지리	폐지
4482014025	충청남도 서산군 대산읍 기은리	폐지
4482014026	충청남도 서산군 대산읍 독곳리	폐지
4482014027	충청남도 서산군 대산읍 대죽리	폐지
4482014028	충청남도 서산군 대산읍 화곡리	폐지
4482014029	충청남도 서산군 대산읍 운산리	폐지
4482014030	충청남도 서산군 대산읍 영탑리	폐지
4482031000	충청남도 서산군 인지면	폐지
4482031001	충청남도 서산군 인지면 갈산리	폐지
4482031021	충청남도 서산군 인지면 둔당리	폐지
4482031022	충청남도 서산군 인지면 야당리	폐지
4482031023	충청남도 서산군 인지면 모월리	폐지
4482031024	충청남도 서산군 인지면 산동리	폐지
4482031025	충청남도 서산군 인지면 애정리	폐지
4482031026	충청남도 서산군 인지면 남정리	폐지
4482031027	충청남도 서산군 인지면 화수리	폐지
4482031028	충청남도 서산군 인지면 차리	폐지
4482031029	충청남도 서산군 인지면 성리	폐지
4482031030	충청남도 서산군 인지면 풍전리	폐지
4482032000	충청남도 서산군 부석면	폐지
4482032021	충청남도 서산군 부석면 가사리	폐지
4482032022	충청남도 서산군 부석면 강수리	폐지
4482032023	충청남도 서산군 부석면 송시리	폐지
4482032024	충청남도 서산군 부석면 월계리	폐지
4482032025	충청남도 서산군 부석면 갈마리	폐지
4482032026	충청남도 서산군 부석면 취평리	폐지
4482032027	충청남도 서산군 부석면 대두리	폐지
4482032028	충청남도 서산군 부석면 봉락리	폐지
4482032029	충청남도 서산군 부석면 지산리	폐지
4482032030	충청남도 서산군 부석면 칠전리	폐지
4482032031	충청남도 서산군 부석면 강당리	폐지
4482032032	충청남도 서산군 부석면 마룡리	폐지
4482032033	충청남도 서산군 부석면 창리	폐지
4482032034	충청남도 서산군 부석면 간월도리	폐지
4482033000	충청남도 서산군 팔봉면	폐지
4482033021	충청남도 서산군 팔봉면 금학리	폐지
4482033022	충청남도 서산군 팔봉면 양길리	폐지
4482033023	충청남도 서산군 팔봉면 대황리	폐지
4482033024	충청남도 서산군 팔봉면 흑석리	폐지
4482033025	충청남도 서산군 팔봉면 고파도리	폐지
4482033026	충청남도 서산군 팔봉면 호리	폐지
4482033027	충청남도 서산군 팔봉면 덕송리	폐지
4482033028	충청남도 서산군 팔봉면 어송리	폐지
4482033029	충청남도 서산군 팔봉면 진장리	폐지
4482034000	충청남도 서산군 지곡면	폐지
4482034021	충청남도 서산군 지곡면 화천리	폐지
4482034022	충청남도 서산군 지곡면 산성리	폐지
4482034023	충청남도 서산군 지곡면 장현리	폐지
4482034024	충청남도 서산군 지곡면 연화리	폐지
4482034025	충청남도 서산군 지곡면 중왕리	폐지
4482034026	충청남도 서산군 지곡면 도성리	폐지
4482034027	충청남도 서산군 지곡면 대요리	폐지
4482034028	충청남도 서산군 지곡면 환성리	폐지
4482034029	충청남도 서산군 지곡면 무장리	폐지
4482035000	충청남도 서산군 대산면	폐지
4482035021	충청남도 서산군 대산면 대산리	폐지
4482035022	충청남도 서산군 대산면 대로리	폐지
4482035023	충청남도 서산군 대산면 웅도리	폐지
4482035024	충청남도 서산군 대산면 오지리	폐지
4482035025	충청남도 서산군 대산면 기은리	폐지
4482035026	충청남도 서산군 대산면 독곳리	폐지
4482035027	충청남도 서산군 대산면 대죽리	폐지
4482035028	충청남도 서산군 대산면 화곡리	폐지
4482035029	충청남도 서산군 대산면 운산리	폐지
4482035030	충청남도 서산군 대산면 영탑리	폐지
4482036000	충청남도 서산군 성연면	폐지
4482036021	충청남도 서산군 성연면 일람리	폐지
4482036022	충청남도 서산군 성연면 고남리	폐지
4482036023	충청남도 서산군 성연면 오사리	폐지
4482036024	충청남도 서산군 성연면 왕정리	폐지
4482036025	충청남도 서산군 성연면 평리	폐지
4482036026	충청남도 서산군 성연면 갈현리	폐지
4482036027	충청남도 서산군 성연면 명천리	폐지
4482036028	충청남도 서산군 성연면 예덕리	폐지
4482036029	충청남도 서산군 성연면 해성리	폐지
4482037000	충청남도 서산군 음암면	폐지
4482037001	충청남도 서산군 음암면 수석리	폐지
4482037021	충청남도 서산군 음암면 도당리	폐지
4482037022	충청남도 서산군 음암면 탑곡리	폐지
4482037023	충청남도 서산군 음암면 문양리	폐지
4482037024	충청남도 서산군 음암면 율목리	폐지
4482037025	충청남도 서산군 음암면 부산리	폐지
4482037026	충청남도 서산군 음암면 상홍리	폐지
4482037027	충청남도 서산군 음암면 신장리	폐지
4482037028	충청남도 서산군 음암면 유계리	폐지
4482037029	충청남도 서산군 음암면 성암리	폐지
4482037030	충청남도 서산군 음암면 부장리	폐지
4482038000	충청남도 서산군 운산면	폐지
4482038021	충청남도 서산군 운산면 신창리	폐지
4482038022	충청남도 서산군 운산면 용현리	폐지
4482038023	충청남도 서산군 운산면 태봉리	폐지
4482038024	충청남도 서산군 운산면 고풍리	폐지
4482038025	충청남도 서산군 운산면 원평리	폐지
4482038026	충청남도 서산군 운산면 와우리	폐지
4482038027	충청남도 서산군 운산면 팔중리	폐지
4482038028	충청남도 서산군 운산면 고산리	폐지
4482038029	충청남도 서산군 운산면 수평리	폐지
4482038030	충청남도 서산군 운산면 수당리	폐지
4482038031	충청남도 서산군 운산면 안호리	폐지
4482038032	충청남도 서산군 운산면 용장리	폐지
4482038033	충청남도 서산군 운산면 갈산리	폐지
4482038034	충청남도 서산군 운산면 여미리	폐지
4482038035	충청남도 서산군 운산면 가좌리	폐지
4482038036	충청남도 서산군 운산면 소중리	폐지
4482038037	충청남도 서산군 운산면 상성리	폐지
4482038038	충청남도 서산군 운산면 원벌리	폐지
4482038039	충청남도 서산군 운산면 거성리	폐지
4482039000	충청남도 서산군 해미면	폐지
4482039021	충청남도 서산군 해미면 읍내리	폐지
4482039022	충청남도 서산군 해미면 휴암리	폐지
4482039023	충청남도 서산군 해미면 대곡리	폐지
4482039024	충청남도 서산군 해미면 산수리	폐지
4482039025	충청남도 서산군 해미면 황락리	폐지
4482039026	충청남도 서산군 해미면 오학리	폐지
4482039027	충청남도 서산군 해미면 삼송리	폐지
4482039028	충청남도 서산군 해미면 관유리	폐지
4482039029	충청남도 서산군 해미면 홍천리	폐지
4482039030	충청남도 서산군 해미면 동암리	폐지
4482039031	충청남도 서산군 해미면 반양리	폐지
4482039032	충청남도 서산군 해미면 웅소성리	폐지
4482039033	충청남도 서산군 해미면 귀밀리	폐지
4482039034	충청남도 서산군 해미면 억대리	폐지
4482039035	충청남도 서산군 해미면 전천리	폐지
4482039036	충청남도 서산군 해미면 응평리	폐지
4482039037	충청남도 서산군 해미면 양림리	폐지
4482039038	충청남도 서산군 해미면 기지리	폐지
4482039039	충청남도 서산군 해미면 언암리	폐지
4482039040	충청남도 서산군 해미면 석포리	폐지
4482039041	충청남도 서산군 해미면 저성리	폐지
4482039042	충청남도 서산군 해미면 조산리	폐지
4482040000	충청남도 서산군 고북면	폐지
4482040001	충청남도 서산군 고북면 대사리	폐지
4482040021	충청남도 서산군 고북면 가구리	폐지
4482040022	충청남도 서산군 고북면 신송리	폐지
4482040023	충청남도 서산군 고북면 장요리	폐지
4482040024	충청남도 서산군 고북면 초록리	폐지
4482040025	충청남도 서산군 고북면 용암리	폐지
4482040026	충청남도 서산군 고북면 신상리	폐지
4482040027	충청남도 서산군 고북면 신정리	폐지
4482040028	충청남도 서산군 고북면 남정리	폐지
4482040029	충청남도 서산군 고북면 기포리	폐지
4482040030	충청남도 서산군 고북면 양천리	폐지
4482040031	충청남도 서산군 고북면 정자리	폐지
4482040032	충청남도 서산군 고북면 봉생리	폐지
4482040033	충청남도 서산군 고북면 사기리	폐지
4482041000	충청남도 서산군 고남면	폐지
4482041021	충청남도 서산군 고남면 장곡리	폐지
4482041022	충청남도 서산군 고남면 누동리	폐지
4482041023	충청남도 서산군 고남면 고남리	폐지
4482042000	충청남도 서산군 남면	폐지
4482042021	충청남도 서산군 남면 진산리	폐지
4482042022	충청남도 서산군 남면 몽산리	폐지
4482042023	충청남도 서산군 남면 신장리	폐지
4482042024	충청남도 서산군 남면 달산리	폐지
4482042025	충청남도 서산군 남면 양잠리	폐지
4482042026	충청남도 서산군 남면 원청리	폐지
4482042027	충청남도 서산군 남면 당암리	폐지
4482042028	충청남도 서산군 남면 신온리	폐지
4482042029	충청남도 서산군 남면 거아도리	폐지
4482043000	충청남도 서산군 근흥면	폐지
4482043021	충청남도 서산군 근흥면 두야리	폐지
4482043022	충청남도 서산군 근흥면 수룡리	폐지
4482043023	충청남도 서산군 근흥면 마금리	폐지
4482043024	충청남도 서산군 근흥면 안기리	폐지
4482043025	충청남도 서산군 근흥면 용신리	폐지
4482043026	충청남도 서산군 근흥면 도황리	폐지
4482043027	충청남도 서산군 근흥면 정죽리	폐지
4482043028	충청남도 서산군 근흥면 신진도리	폐지
4482043029	충청남도 서산군 근흥면 가의도리	폐지
4482044000	충청남도 서산군 소원면	폐지
4482044021	충청남도 서산군 소원면 시목리	폐지
4482044022	충청남도 서산군 소원면 법산리	폐지
4482044023	충청남도 서산군 소원면 신덕리	폐지
4482044024	충청남도 서산군 소원면 영전리	폐지
4482044025	충청남도 서산군 소원면 소근리	폐지
4482044026	충청남도 서산군 소원면 의항리	폐지
4482044027	충청남도 서산군 소원면 모항리	폐지
4482044028	충청남도 서산군 소원면 파도리	폐지
4482044029	충청남도 서산군 소원면 송현리	폐지
4482045000	충청남도 서산군 원북면	폐지
4482045021	충청남도 서산군 원북면 반계리	폐지
4482045022	충청남도 서산군 원북면 이곡리	폐지
4482045023	충청남도 서산군 원북면 황촌리	폐지
4482045024	충청남도 서산군 원북면 방갈리	폐지
4482045025	충청남도 서산군 원북면 신두리	폐지
4482045026	충청남도 서산군 원북면 동해리	폐지
4482045027	충청남도 서산군 원북면 대기리	폐지
4482045028	충청남도 서산군 원북면 장대리	폐지
4482045029	충청남도 서산군 원북면 청산리	폐지
4482045030	충청남도 서산군 원북면 양산리	폐지
4482045031	충청남도 서산군 원북면 마산리	폐지
4482046000	충청남도 서산군 이원면	폐지
4482046021	충청남도 서산군 이원면 내리	폐지
4482046022	충청남도 서산군 이원면 관리	폐지
4482046023	충청남도 서산군 이원면 당산리	폐지
4482046024	충청남도 서산군 이원면 포지리	폐지
4482046025	충청남도 서산군 이원면 사창리	폐지
4482500000	충청남도 태안군	존재
4482525000	충청남도 태안군 태안읍	존재
4482525021	충청남도 태안군 태안읍 동문리	존재
4482525022	충청남도 태안군 태안읍 남문리	존재
4482525023	충청남도 태안군 태안읍 장산리	존재
4482525024	충청남도 태안군 태안읍 남산리	존재
4482525025	충청남도 태안군 태안읍 송암리	존재
4482525026	충청남도 태안군 태안읍 반곡리	존재
4482525027	충청남도 태안군 태안읍 평천리	존재
4482525028	충청남도 태안군 태안읍 상옥리	존재
4482525029	충청남도 태안군 태안읍 인평리	존재
4482525030	충청남도 태안군 태안읍 도내리	존재
